u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel,width,access
2053131521,2053131518,0,194801771,False,,,,unclassified,,False,57.766,"LINESTRING (139.8940403 36.549365, 139.8946802 36.54929)",,,,
2053131521,2053131535,0,194801836,False,,,,unclassified,,False,52.41,"LINESTRING (139.8940403 36.549365, 139.894318 36.5497802)",,,,
2053131521,5266713022,0,194801836,False,,,,unclassified,,True,29.159,"LINESTRING (139.8940403 36.549365, 139.8938865 36.5491337)",,,,
2053131524,2053131520,0,194801719,False,,,,unclassified,,False,131.803,"LINESTRING (139.9024347 36.549433, 139.9039045 36.5493289)",,,,
2053131524,1160815574,0,386839150,True,2,,今泉川田線,tertiary,50,False,146.49099999999999,"LINESTRING (139.9024347 36.549433, 139.9025397 36.5492464, 139.9026439 36.5490921, 139.9032192 36.5482769)",,,,
2053131526,2053131527,0,194801867,False,,,,unclassified,,True,19.543,"LINESTRING (139.8969797 36.5495125, 139.8967623 36.5495322)",,,,
2053131526,2053131506,0,194801867,False,,,,unclassified,,False,51.745,"LINESTRING (139.8969797 36.5495125, 139.8969737 36.5494706, 139.8968999 36.5490516)",,,,
2053131526,5290239033,0,547495020,False,,,,residential,,False,62.832,"LINESTRING (139.8969797 36.5495125, 139.8971211 36.5495274, 139.897337 36.5495928, 139.8974078 36.5496781, 139.8975806 36.5497628)",,,,
2053131527,2053131541,0,194801860,False,,,,unclassified,,False,52.67,"LINESTRING (139.8967623 36.5495322, 139.8967389 36.5500055)",,,,
2053131527,2053131526,0,194801867,False,,,,unclassified,,False,19.543,"LINESTRING (139.8967623 36.5495322, 139.8969797 36.5495125)",,,,
2053131527,2053131528,0,194801867,False,,,,unclassified,,True,72.766,"LINESTRING (139.8967623 36.5495322, 139.8959546 36.5496172)",,,,
2053131528,2053131508,0,189984841,False,,,,unclassified,,False,51.679,"LINESTRING (139.8959546 36.5496172, 139.89585 36.5491601)",,,,
2053131528,1360349724,0,189984841,False,,,,unclassified,,True,51.171,"LINESTRING (139.8959546 36.5496172, 139.8960582 36.5500698)",,,,
2053131528,2053131527,0,194801867,False,,,,unclassified,,False,72.766,"LINESTRING (139.8959546 36.5496172, 139.8967623 36.5495322)",,,,
2053131529,2053131510,0,194801648,False,,,,tertiary,,False,52.065,"LINESTRING (139.8957527 36.5496369, 139.8956426 36.5491771)",,,,
2053131529,2053131543,0,194801648,False,,,,tertiary,,True,51.562,"LINESTRING (139.8957527 36.5496369, 139.8958608 36.5500924)",,,,
2053131529,2053131533,0,194801844,False,,,,unclassified,,False,90.106,"LINESTRING (139.8957527 36.5496369, 139.8947517 36.5497369)",,,,
2053131530,2041493504,0,194801647,False,,,,unclassified,,False,48.694,"LINESTRING (139.898173 36.5496694, 139.8976279 36.5496662)",,,,
2053131530,2041493515,0,194801647,False,,,,unclassified,,True,47.908,"LINESTRING (139.898173 36.5496694, 139.8987093 36.5496726)",,,,
2053131530,2053131514,0,194801858,False,,,,unclassified,,False,81.69,"LINESTRING (139.898173 36.5496694, 139.8981719 36.5494173, 139.8984079 36.5492613, 139.8987029 36.549266)",,,,
2053131531,2041493515,0,194801647,False,,,,unclassified,,False,103.746,"LINESTRING (139.8998702 36.5497003, 139.8987093 36.5496726)",,,,
2053131531,2053131516,0,194801781,False,,,,unclassified,,False,52.016,"LINESTRING (139.8998702 36.5497003, 139.8996133 36.5492805)",,,,
2053131531,2053131545,0,194801647,False,,,,unclassified,,True,49.306,"LINESTRING (139.8998702 36.5497003, 139.8999795 36.5498915, 139.9000023 36.5501238)",,,,
2053131532,2053131536,0,100272744,False,,,,unclassified,,True,43.724,"LINESTRING (139.8848165 36.5497212, 139.8843364 36.5497978)",,,,
2053131533,2053131518,0,121536654,False,,,,unclassified,,False,50.102,"LINESTRING (139.8947517 36.5497369, 139.8946802 36.54929)",,,,
2053131533,1360349708,0,121536654,False,,,,unclassified,,True,53.129,"LINESTRING (139.8947517 36.5497369, 139.8948275 36.5502108)",,,,
2053131533,2053131535,0,194801844,False,,,,unclassified,,False,39.039,"LINESTRING (139.8947517 36.5497369, 139.894318 36.5497802)",,,,
2053131533,2053131529,0,194801844,False,,,,unclassified,,True,90.106,"LINESTRING (139.8947517 36.5497369, 139.8957527 36.5496369)",,,,
2053131535,2053131521,0,194801836,False,,,,unclassified,,True,52.41,"LINESTRING (139.894318 36.5497802, 139.8940403 36.549365)",,,,
2053131535,2053131550,0,194801844,False,,,,unclassified,,False,83.317,"LINESTRING (139.894318 36.5497802, 139.8935607 36.5502176)",,,,
2053131535,2053131533,0,194801844,False,,,,unclassified,,True,39.039,"LINESTRING (139.894318 36.5497802, 139.8947517 36.5497369)",,,,
2053131536,2053131532,0,100272744,False,,,,unclassified,,False,43.724,"LINESTRING (139.8843364 36.5497978, 139.8848165 36.5497212)",,,,
2053131536,1158955865,0,100272744,False,,,,unclassified,,True,42.59,"LINESTRING (139.8843364 36.5497978, 139.8838654 36.5498573)",,,,
2053131536,1158955957,0,100272755,False,,,,unclassified,,False,50.619,"LINESTRING (139.8843364 36.5497978, 139.8842211 36.5493521)",,,,
2053131536,1158955870,0,100272755,False,,,,unclassified,,True,49.113,"LINESTRING (139.8843364 36.5497978, 139.8844515 36.5502297)",,,,
2053131538,2053131521,0,194801681,False,,,,unclassified,,True,96.129,"LINESTRING (139.8931721 36.5498758, 139.8940403 36.549365)",,,,
2053131538,2053131550,0,238142799,False,,,,unclassified,,False,51.473,"LINESTRING (139.8931721 36.5498758, 139.8935607 36.5502176)",,,,
2053131538,1360349732,0,238142799,False,,,,unclassified,,True,51.298,"LINESTRING (139.8931721 36.5498758, 139.8927849 36.5495351)",,,,
2053131541,1360349724,0,100276568,False,,,,unclassified,,True,61.224,"LINESTRING (139.8967389 36.5500055, 139.8960582 36.5500698)",,,,
2053131541,2053131527,0,194801860,False,,,,unclassified,,True,52.67,"LINESTRING (139.8967389 36.5500055, 139.8967623 36.5495322)",,,,
2053131541,1360349715,0,100276568,False,,,,unclassified,,False,65.853,"LINESTRING (139.8967389 36.5500055, 139.8972771 36.5499547, 139.8974548 36.5500198)",,,,
2053131541,2053131560,0,194801860,False,,,,unclassified,,False,74.199,"LINESTRING (139.8967389 36.5500055, 139.8967168 36.5504513, 139.8966688 36.5504885, 139.8964612 36.5505047)",,,,
2053131543,1360349724,0,100276568,False,,,,unclassified,,False,17.811,"LINESTRING (139.8958608 36.5500924, 139.8960582 36.5500698)",,,,
2053131543,1360349708,0,100276568,False,,,,unclassified,,True,93.236,"LINESTRING (139.8958608 36.5500924, 139.8948275 36.5502108)",,,,
2053131543,2053131529,0,194801648,False,,,,tertiary,,False,51.562,"LINESTRING (139.8958608 36.5500924, 139.8957527 36.5496369)",,,,
2053131543,2053131563,0,194801648,False,,,,tertiary,,True,52.828,"LINESTRING (139.8958608 36.5500924, 139.8959867 36.5505566)",,,,
2053131544,2053131545,0,194801731,False,,,,unclassified,,True,103.561,"LINESTRING (139.8988433 36.5501011, 139.9000023 36.5501238)",,,,
2053131544,2041493515,0,100410186,False,,,,unclassified,,False,53.605999999999995,"LINESTRING (139.8988433 36.5501011, 139.8987243 36.5500422, 139.8987093 36.5496726)",,,,
2053131544,1160815631,0,100410186,False,,,,unclassified,,True,75.024,"LINESTRING (139.8988433 36.5501011, 139.8989507 36.5502256, 139.8991326 36.5503925, 139.8992066 36.5505045, 139.8992233 36.5506786)",,,,
2053131545,2053131544,0,194801731,False,,,,unclassified,,False,103.561,"LINESTRING (139.9000023 36.5501238, 139.8988433 36.5501011)",,,,
2053131545,2053131531,0,194801647,False,,,,unclassified,,False,49.306,"LINESTRING (139.9000023 36.5501238, 139.8999795 36.5498915, 139.8998702 36.5497003)",,,,
2053131545,2053131551,0,194801647,False,,,,unclassified,,True,68.262,"LINESTRING (139.9000023 36.5501238, 139.900015 36.5503109, 139.9000822 36.5503465, 139.9005123 36.550239)",,,,
2053131547,2053131551,0,194801647,False,,,,unclassified,,False,82.875,"LINESTRING (139.901432 36.5501409, 139.9005123 36.550239)",,,,
2053131547,2053131507,0,194801850,False,,,,unclassified,,False,117.677,"LINESTRING (139.901432 36.5501409, 139.9012992 36.549088)",,,,
2053131547,2053131558,0,194801850,False,,,,unclassified,,True,38.339,"LINESTRING (139.901432 36.5501409, 139.9014732 36.5504841)",,,,
2053131550,2053131535,0,194801844,False,,,,unclassified,,True,83.317,"LINESTRING (139.8935607 36.5502176, 139.894318 36.5497802)",,,,
2053131550,1159112523,0,238142799,False,,,,unclassified,,False,57.79,"LINESTRING (139.8935607 36.5502176, 139.8940068 36.550594)",,,,
2053131550,2053131538,0,238142799,False,,,,unclassified,,True,51.473,"LINESTRING (139.8935607 36.5502176, 139.8931721 36.5498758)",,,,
2053131551,2053131509,0,100410178,False,,,,tertiary,,False,121.45,"LINESTRING (139.9005123 36.550239, 139.9002739 36.5491637)",,,,
2053131551,1160815539,0,100410178,False,,,,tertiary,,True,38.028,"LINESTRING (139.9005123 36.550239, 139.9005869 36.5505757)",,,,
2053131551,2053131547,0,194801647,False,,,,unclassified,,True,82.875,"LINESTRING (139.9005123 36.550239, 139.901432 36.5501409)",,,,
2053131551,2053131545,0,194801647,False,,,,unclassified,,False,68.262,"LINESTRING (139.9005123 36.550239, 139.9000822 36.5503465, 139.900015 36.5503109, 139.9000023 36.5501238)",,,,
2053131557,2053131564,0,194801685,False,,,,unclassified,,False,71.421,"LINESTRING (139.9077351 36.5504824, 139.9069412 36.5505586)",,,,
2053131558,1160815539,0,194801727,False,,,,unclassified,,True,79.823,"LINESTRING (139.9014732 36.5504841, 139.9005869 36.5505757)",,,,
2053131558,2053131547,0,194801850,False,,,,unclassified,,False,38.339,"LINESTRING (139.9014732 36.5504841, 139.901432 36.5501409)",,,,
2053131558,2053131575,0,194801850,False,,,,unclassified,,True,68.191,"LINESTRING (139.9014732 36.5504841, 139.9015576 36.5510936)",,,,
2053131560,2053131573,0,194801797,False,,,,unclassified,,True,72.142,"LINESTRING (139.8964612 36.5505047, 139.8965528 36.5511493)",,,,
2053131560,2053131562,0,194801860,False,,,,unclassified,,False,26.2,"LINESTRING (139.8964612 36.5505047, 139.8961698 36.5505315)",,,,
2053131560,2053131541,0,194801860,False,,,,unclassified,,True,74.199,"LINESTRING (139.8964612 36.5505047, 139.8966688 36.5504885, 139.8967168 36.5504513, 139.8967389 36.5500055)",,,,
2053131562,1360349724,0,189984841,False,,,,unclassified,,False,52.298,"LINESTRING (139.8961698 36.5505315, 139.8960582 36.5500698)",,,,
2053131562,5290239037,0,189984841,False,,,,unclassified,,True,73.648,"LINESTRING (139.8961698 36.5505315, 139.8963269 36.5511817)",,,,
2053131562,2053131560,0,194801860,False,,,,unclassified,,True,26.2,"LINESTRING (139.8961698 36.5505315, 139.8964612 36.5505047)",,,,
2053131563,2053131543,0,194801648,False,,,,tertiary,,False,52.828,"LINESTRING (139.8959867 36.5505566, 139.8958608 36.5500924)",,,,
2053131563,5266711819,0,194801648,False,,,,tertiary,,True,50.433,"LINESTRING (139.8959867 36.5505566, 139.896092 36.5510022)",,,,
2053131563,5290239036,0,194801796,False,,,,unclassified,,False,20.289,"LINESTRING (139.8959867 36.5505566, 139.8957609 36.5505763)",,,,
2053131564,2053131557,0,194801685,False,,,,unclassified,,True,71.421,"LINESTRING (139.9069412 36.5505586, 139.9077351 36.5504824)",,,,
2053131564,4701358557,0,100410175,False,,,,unclassified,,False,65.76599999999999,"LINESTRING (139.9069412 36.5505586, 139.9067795 36.5504559, 139.9065943 36.5502001, 139.9065497 36.5500752)",,,,
2053131564,1160815489,0,100410175,False,,,,unclassified,,True,72.045,"LINESTRING (139.9069412 36.5505586, 139.906992 36.5506096, 139.9069935 36.5511922)",,,,
2053131565,1158955870,0,100272755,False,,,,unclassified,,False,45.775,"LINESTRING (139.8845613 36.5506318, 139.8844515 36.5502297)",,,,
2053131565,1158955955,0,100272755,False,,,,unclassified,,True,44.68,"LINESTRING (139.8845613 36.5506318, 139.8846776 36.5510226)",,,,
2053131565,1158955872,0,194801662,False,,,,unclassified,,False,120.874,"LINESTRING (139.8845613 36.5506318, 139.8837671 36.55074, 139.8838007 36.5503009)",,,,
2053131565,2053131572,0,"[121211488, 194801662]",False,,,,unclassified,,True,132.261,"LINESTRING (139.8845613 36.5506318, 139.8852051 36.5505271, 139.8853342 36.5508832, 139.8849868 36.5509652)",,,,
2053131566,1360349708,0,121536654,False,,,,unclassified,,False,51.017,"LINESTRING (139.895028 36.5506404, 139.8948275 36.5502108)",,,,
2053131566,5266711818,0,121536654,False,,,,unclassified,,True,58.592,"LINESTRING (139.895028 36.5506404, 139.8953643 36.5510928)",,,,
2053131566,5266711820,0,194801796,False,,,,unclassified,,False,25.38,"LINESTRING (139.895028 36.5506404, 139.8947805 36.5507525)",,,,
2053131566,5290239036,0,194801796,False,,,,unclassified,,True,65.854,"LINESTRING (139.895028 36.5506404, 139.8957609 36.5505763)",,,,
2053131571,5266711820,0,194801796,False,,,,unclassified,,True,39.13,"LINESTRING (139.8943982 36.5509243, 139.8947805 36.5507525)",,,,
2053131571,1159112523,0,238142799,False,,,,unclassified,,True,50.708,"LINESTRING (139.8943982 36.5509243, 139.8940068 36.550594)",,,,
2053131571,5266711817,0,238142799,False,,,,unclassified,,False,58.597,"LINESTRING (139.8943982 36.5509243, 139.8946155 36.5511135, 139.8948557 36.5513017)",,,,
2053131572,1158955955,0,121211488,False,,,,unclassified,,True,28.347,"LINESTRING (139.8849868 36.5509652, 139.8846776 36.5510226)",,,,
2053131572,1357503045,0,121211486,False,,,,unclassified,,True,39.907,"LINESTRING (139.8849868 36.5509652, 139.8851019 36.5511407, 139.8851927 36.5512837)",,,,
2053131572,2053131565,0,"[121211488, 194801662]",False,,,,unclassified,,False,132.261,"LINESTRING (139.8849868 36.5509652, 139.8853342 36.5508832, 139.8852051 36.5505271, 139.8845613 36.5506318)",,,,
2053131573,2053131560,0,194801797,False,,,,unclassified,,False,72.142,"LINESTRING (139.8965528 36.5511493, 139.8964612 36.5505047)",,,,
2053131573,2053131586,0,194801797,False,,,,unclassified,,True,71.221,"LINESTRING (139.8965528 36.5511493, 139.8966626 36.5517837)",,,,
2053131573,5290239037,0,547495022,False,,,,residential,,True,20.498,"LINESTRING (139.8965528 36.5511493, 139.8963269 36.5511817)",,,,
2053131575,1160815465,0,100410998,False,,,,unclassified,,False,73.541,"LINESTRING (139.9015576 36.5510936, 139.900738 36.5511561)",,,,
2053131575,1160840702,0,100410998,False,,,,unclassified,,True,56.743,"LINESTRING (139.9015576 36.5510936, 139.90219 36.5510454)",,,,
2053131575,2053131558,0,194801850,False,,,,unclassified,,False,68.191,"LINESTRING (139.9015576 36.5510936, 139.9014732 36.5504841)",,,,
2053131575,2041493495,0,194801850,False,,,,unclassified,,True,148.709,"LINESTRING (139.9015576 36.5510936, 139.9017436 36.5524226)",,,,
2053131578,2053131579,0,194801747,False,,,,unclassified,,True,74.247,"LINESTRING (139.9053723 36.5511433, 139.9045452 36.5512095)",,,,
2053131578,2041478666,0,193620716,False,,,,unclassified,,True,31.610999999999997,"LINESTRING (139.9053723 36.5511433, 139.9053942 36.5513539, 139.9054018 36.5514266)",,,,
2053131578,2041464331,0,194801856,False,,,,unclassified,,False,40.134,"LINESTRING (139.9053723 36.5511433, 139.9056099 36.5511244, 139.9058194 36.5511077)",,,,
2053131579,2041478668,0,193622135,False,,,,unclassified,,False,32.155,"LINESTRING (139.9045452 36.5512095, 139.9045716 36.5514979)",,,,
2053131579,2053131578,0,194801747,False,,,,unclassified,,False,74.247,"LINESTRING (139.9045452 36.5512095, 139.9053723 36.5511433)",,,,
2053131579,2041461578,0,194801815,False,,,,unclassified,,True,37.692,"LINESTRING (139.9045452 36.5512095, 139.9041244 36.5512346)",,,,
2053131580,2053131583,0,194801693,False,,,,unclassified,,True,31.533,"LINESTRING (139.9036637 36.5512715, 139.9037009 36.5515535)",,,,
2053131580,2041461578,0,194801815,False,,,,unclassified,,False,41.356,"LINESTRING (139.9036637 36.5512715, 139.9041244 36.5512346)",,,,
2053131580,2053131581,0,194801815,False,,,,unclassified,,True,75.786,"LINESTRING (139.9036637 36.5512715, 139.9028186 36.5513318)",,,,
2053131581,2041464333,0,194801709,False,,,,unclassified,,False,36.765,"LINESTRING (139.9028186 36.5513318, 139.902783 36.5510024)",,,,
2053131581,2053131584,0,194801720,False,,,,unclassified,,True,32.216,"LINESTRING (139.9028186 36.5513318, 139.9028503 36.5516204)",,,,
2053131581,2053131580,0,194801815,False,,,,unclassified,,False,75.786,"LINESTRING (139.9028186 36.5513318, 139.9036637 36.5512715)",,,,
2053131582,1360349729,0,121536653,False,,,,unclassified,,False,17.005,"LINESTRING (139.8961991 36.5514551, 139.8963867 36.5514291)",,,,
2053131582,1360349721,0,121536653,False,,,,unclassified,,True,46.504,"LINESTRING (139.8961991 36.5514551, 139.8956859 36.5515254)",,,,
2053131582,5266711819,0,194801648,False,,,,tertiary,,False,51.261,"LINESTRING (139.8961991 36.5514551, 139.896092 36.5510022)",,,,
2053131582,2053131588,0,194801648,False,,,,tertiary,,True,41.643,"LINESTRING (139.8961991 36.5514551, 139.8962843 36.5518233)",,,,
2053131583,2053131580,0,194801693,False,,,,unclassified,,False,31.533,"LINESTRING (139.9037009 36.5515535, 139.9036637 36.5512715)",,,,
2053131583,2053131589,0,194801710,False,,,,unclassified,,True,32.513,"LINESTRING (139.9037009 36.5515535, 139.9037338 36.5518447)",,,,
2053131583,2053131584,0,194801753,False,,,,unclassified,,True,76.343,"LINESTRING (139.9037009 36.5515535, 139.9028503 36.5516204)",,,,
2053131584,2053131590,0,194801695,False,,,,unclassified,,True,31.814,"LINESTRING (139.9028503 36.5516204, 139.9028816 36.5519054)",,,,
2053131584,2053131581,0,194801720,False,,,,unclassified,,False,32.216,"LINESTRING (139.9028503 36.5516204, 139.9028186 36.5513318)",,,,
2053131584,2053131583,0,194801753,False,,,,unclassified,,False,76.343,"LINESTRING (139.9028503 36.5516204, 139.9037009 36.5515535)",,,,
2053131585,2041478711,0,193622138,False,,,,unclassified,,False,46.662,"LINESTRING (139.9046008 36.5517748, 139.9046441 36.552193)",,,,
2053131585,2041478668,0,193622138,False,,,,unclassified,,True,30.9,"LINESTRING (139.9046008 36.5517748, 139.9045716 36.5514979)",,,,
2053131585,2041465438,0,193622140,False,,,,unclassified,,True,74.212,"LINESTRING (139.9046008 36.5517748, 139.9054278 36.551711)",,,,
2053131586,2053131573,0,194801797,False,,,,unclassified,,False,71.221,"LINESTRING (139.8966626 36.5517837, 139.8965528 36.5511493)",,,,
2053131586,2053131587,0,194801855,False,,,,unclassified,,False,17.31,"LINESTRING (139.8966626 36.5517837, 139.8964709 36.5518065)",,,,
2053131586,2046406001,0,194801855,False,,,,unclassified,,True,39.784,"LINESTRING (139.8966626 36.5517837, 139.8969356 36.5517647, 139.8971064 36.5517758)",,,,
2053131587,1360349729,0,189984841,False,,,,unclassified,,False,42.634,"LINESTRING (139.8964709 36.5518065, 139.8963867 36.5514291)",,,,
2053131587,2005924507,0,189984841,False,,,,unclassified,,True,99.74,"LINESTRING (139.8964709 36.5518065, 139.896668 36.5526894)",,,,
2053131587,2053131588,0,194801855,False,,,,unclassified,,False,16.772,"LINESTRING (139.8964709 36.5518065, 139.8962843 36.5518233)",,,,
2053131587,2053131586,0,194801855,False,,,,unclassified,,True,17.31,"LINESTRING (139.8964709 36.5518065, 139.8966626 36.5517837)",,,,
2053131588,2053131582,0,194801648,False,,,,tertiary,,False,41.643,"LINESTRING (139.8962843 36.5518233, 139.8961991 36.5514551)",,,,
2053131588,2053131592,0,194801855,False,,,,unclassified,,False,53.688,"LINESTRING (139.8962843 36.5518233, 139.895837 36.5521458)",,,,
2053131588,2053131587,0,194801855,False,,,,unclassified,,True,16.772,"LINESTRING (139.8962843 36.5518233, 139.8964709 36.5518065)",,,,
2053131589,2053131583,0,194801710,False,,,,unclassified,,False,32.513,"LINESTRING (139.9037338 36.5518447, 139.9037009 36.5515535)",,,,
2053131589,2053131590,0,194801754,False,,,,unclassified,,True,76.421,"LINESTRING (139.9037338 36.5518447, 139.9028816 36.5519054)",,,,
2053131589,2053131591,0,194801795,False,,,,unclassified,,False,31.802,"LINESTRING (139.9037338 36.5518447, 139.903765 36.5521296)",,,,
2053131590,2053131584,0,194801695,False,,,,unclassified,,False,31.814,"LINESTRING (139.9028816 36.5519054, 139.9028503 36.5516204)",,,,
2053131590,2053131593,0,194801751,False,,,,unclassified,,True,31.875,"LINESTRING (139.9028816 36.5519054, 139.9029137 36.5521909)",,,,
2053131590,2053131589,0,194801754,False,,,,unclassified,,False,76.421,"LINESTRING (139.9028816 36.5519054, 139.9037338 36.5518447)",,,,
2053131591,2053131593,0,194801756,False,,,,unclassified,,True,76.347,"LINESTRING (139.903765 36.5521296, 139.9029137 36.5521909)",,,,
2053131591,2053131596,0,194801795,False,,,,unclassified,,False,32.9,"LINESTRING (139.903765 36.5521296, 139.9037992 36.5524242)",,,,
2053131591,2053131589,0,194801795,False,,,,unclassified,,True,31.802,"LINESTRING (139.903765 36.5521296, 139.9037338 36.5518447)",,,,
2053131592,2053131588,0,194801855,False,,,,unclassified,,True,53.688,"LINESTRING (139.895837 36.5521458, 139.8962843 36.5518233)",,,,
2053131592,2005924514,0,238142799,False,,,,unclassified,,False,93.125,"LINESTRING (139.895837 36.5521458, 139.8959782 36.5522922, 139.8961563 36.5524811, 139.8964757 36.5528077)",,,,
2053131592,1360349725,0,238142799,False,,,,unclassified,,True,62.456999999999994,"LINESTRING (139.895837 36.5521458, 139.8955895 36.5519202, 139.8953726 36.5517259)",,,,
2053131593,2053131590,0,194801751,False,,,,unclassified,,False,31.875,"LINESTRING (139.9029137 36.5521909, 139.9028816 36.5519054)",,,,
2053131593,2053131591,0,194801756,False,,,,unclassified,,False,76.347,"LINESTRING (139.9029137 36.5521909, 139.903765 36.5521296)",,,,
2053131593,2053131596,0,194801869,False,,,,unclassified,,False,120.626,"LINESTRING (139.9029137 36.5521909, 139.9029545 36.5525684, 139.9030021 36.5525904, 139.9036951 36.5524397, 139.9037992 36.5524242)",,,,
2053131594,2041461578,0,193619675,False,,,,unclassified,,False,109.878,"LINESTRING (139.9042384 36.5522185, 139.9041244 36.5512346)",,,,
2053131594,2041461579,0,193619675,False,,,,unclassified,,True,19.845,"LINESTRING (139.9042384 36.5522185, 139.904259 36.5523962)",,,,
2053131594,2041478711,0,194801874,False,,,,unclassified,,False,36.35,"LINESTRING (139.9042384 36.5522185, 139.9046441 36.552193)",,,,
2053131596,2053131591,0,194801795,False,,,,unclassified,,True,32.9,"LINESTRING (139.9037992 36.5524242, 139.903765 36.5521296)",,,,
2053131596,2041461579,0,194801869,False,,,,unclassified,,False,41.227000000000004,"LINESTRING (139.9037992 36.5524242, 139.9039663 36.5524064, 139.904259 36.5523962)",,,,
2053131596,2053131593,0,194801869,False,,,,unclassified,,True,120.62599999999999,"LINESTRING (139.9037992 36.5524242, 139.9036951 36.5524397, 139.9030021 36.5525904, 139.9029545 36.5525684, 139.9029137 36.5521909)",,,,
2053131598,2041493495,0,100410182,False,,,,unclassified,,False,8.692,"LINESTRING (139.9016517 36.5524483, 139.9017436 36.5524226)",,,,
2053131598,1160815538,0,100410182,False,,,,unclassified,,True,52.976,"LINESTRING (139.9016517 36.5524483, 139.9010836 36.5525851)",,,,
2053131598,2053131603,0,194801811,False,,,,unclassified,,True,109.037,"LINESTRING (139.9016517 36.5524483, 139.9016728 36.5528366, 139.9016359 36.5530995, 139.9012385 36.553172)",,,,
2053131603,1160815538,0,100410178,False,,,,tertiary,,False,66.711,"LINESTRING (139.9012385 36.553172, 139.9010836 36.5525851)",,,,
2053131603,1160815523,0,100410178,False,,,,tertiary,,True,24.468,"LINESTRING (139.9012385 36.553172, 139.9012908 36.553388)",,,,
2053131603,2053131598,0,194801811,False,,,,unclassified,,False,109.037,"LINESTRING (139.9012385 36.553172, 139.9016359 36.5530995, 139.9016728 36.5528366, 139.9016517 36.5524483)",,,,
2053131604,5290241896,0,100272741,True,,,,unclassified,,False,31.995,"LINESTRING (139.8867124 36.5567941, 139.8863572 36.5568313)",,,,
2053131604,5290241899,0,100272743,False,,,,unclassified,,False,30.176,"LINESTRING (139.8867124 36.5567941, 139.8867 36.5565229)",,,,
2053131604,1158955836,0,100272743,False,,,,unclassified,,True,28.496,"LINESTRING (139.8867124 36.5567941, 139.8867391 36.5569702, 139.8867509 36.5570485)",,,,
2066743788,2066743793,0,196334216,False,,,,unclassified,,True,125.705,"LINESTRING (139.8967405 36.5357246, 139.896714 36.5360886, 139.8957609 36.5360782)",,,,
2066743788,1161038875,0,371685635,True,2,,産業通り,tertiary,,False,116.382,"LINESTRING (139.8967405 36.5357246, 139.8976582 36.5357501, 139.8980423 36.5357618)",,,,
2066743789,2053131130,0,194801658,True,2,,産業通り,tertiary,,False,81.583,"LINESTRING (139.8998543 36.535749, 139.8989419 36.5357195)",,,,
2066743789,2066743790,0,196334168,False,,,,unclassified,,True,8.144,"LINESTRING (139.8998543 36.535749, 139.8998486 36.5358221)",,,,
2066743790,2066743789,0,196334168,False,,,,unclassified,,False,8.144,"LINESTRING (139.8998486 36.5358221, 139.8998543 36.535749)",,,,
2066743790,2066743806,0,196334168,False,,,,unclassified,,True,90.556,"LINESTRING (139.8998486 36.5358221, 139.8998069 36.5366358)",,,,
2066743790,2066743791,0,372000832,True,1,,産業通り,tertiary,,False,68.863,"LINESTRING (139.8998486 36.5358221, 139.9006187 36.5358478)",,,,
2066743791,2066743808,0,196334092,False,,,,residential,,True,89.938,"LINESTRING (139.9006187 36.5358478, 139.9005789 36.536656)",,,,
2066743791,1161039239,0,372000832,True,1,,産業通り,tertiary,,False,67.558,"LINESTRING (139.9006187 36.5358478, 139.9013742 36.5358731)",,,,
2066743792,2066743818,0,196334205,False,,,,unclassified,,False,94.337,"LINESTRING (139.9044451 36.5359752, 139.9044057 36.536823)",,,,
2066743792,1161038957,0,372000832,True,1,,産業通り,tertiary,,False,78.181,"LINESTRING (139.9044451 36.5359752, 139.9053196 36.5360004)",,,,
2066743793,1161039084,0,318062567,False,,,,tertiary,,False,42.68,"LINESTRING (139.8957609 36.5360782, 139.8957156 36.5356961)",,,,
2066743793,2066743807,0,318062567,False,,,,tertiary,,True,64.26,"LINESTRING (139.8957609 36.5360782, 139.8958772 36.5366485)",,,,
2066743793,2066743788,0,196334216,False,,,,unclassified,,False,125.705,"LINESTRING (139.8957609 36.5360782, 139.896714 36.5360886, 139.8967405 36.5357246)",,,,
2066743795,4480044955,0,196334167,False,,,,unclassified,,True,21.337,"LINESTRING (139.9029615 36.5361762, 139.9029509 36.5363679)",,,,
2066743796,1161038873,0,48802830,False,2,320,砂田街道,secondary,40,False,25.514,"LINESTRING (139.8980568 36.5363466, 139.8980465 36.5361173)",,,,
2066743796,1161038869,0,48802830,False,2,320,砂田街道,secondary,40,True,26.313,"LINESTRING (139.8980568 36.5363466, 139.8980699 36.536583)",,,,
2066743796,2066743797,0,196334005,False,,,,unclassified,,True,24.914,"LINESTRING (139.8980568 36.5363466, 139.8977791 36.536367)",,,,
2066743797,2066743796,0,196334005,False,,,,unclassified,,False,24.914,"LINESTRING (139.8977791 36.536367, 139.8980568 36.5363466)",,,,
2066743797,4480045114,0,196334067,False,,,,unclassified,,True,27.622,"LINESTRING (139.8977791 36.536367, 139.8978108 36.5366141)",,,,
2066743797,2066743798,0,196334181,False,,,,unclassified,,True,64.599,"LINESTRING (139.8977791 36.536367, 139.8970593 36.536422)",,,,
2066743798,2066743797,0,196334181,False,,,,unclassified,,False,64.599,"LINESTRING (139.8970593 36.536422, 139.8977791 36.536367)",,,,
