u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel,width,access
1161017118,1995010930,0,100427605,False,,,,unclassified,,True,113.52900000000001,"LINESTRING (139.9075403 36.5754034, 139.9077685 36.5758303, 139.9078578 36.5759541, 139.9080296 36.576145, 139.9081825 36.5762736)",,,,
1161017122,4124914345,0,100427607,False,,,,residential,,False,44.605,"LINESTRING (139.9132014 36.5831451, 139.9131621 36.5827452)",,,,
1161017122,1995011246,0,100427631,False,,,岩曽通り,unclassified,,False,97.589,"LINESTRING (139.9132014 36.5831451, 139.9142403 36.5828725)",,,,
1161017122,4124914309,0,100427631,False,,,岩曽通り,unclassified,,True,65.768,"LINESTRING (139.9132014 36.5831451, 139.9125155 36.5833607)",,,,
1161017122,4464894867,0,188865259,False,,,,residential,,True,34.135,"LINESTRING (139.9132014 36.5831451, 139.913225 36.5834515)",,,,
1161017132,5265959119,0,447534334,False,,,,residential,,False,86.779,"LINESTRING (139.9102817 36.5803306, 139.9107608 36.5810096)",,,,
1161017132,4446324306,0,100427612,False,,,,unclassified,,False,45.691,"LINESTRING (139.9102817 36.5803306, 139.9099864 36.5803113, 139.909771 36.5803143)",,,,
1161017132,4124915104,0,100427612,False,,,,unclassified,,True,65.818,"LINESTRING (139.9102817 36.5803306, 139.9107363 36.5804211, 139.9109982 36.5803727)",,,,
1161017136,4124914364,0,188864881,False,,,,residential,,True,59.267,"LINESTRING (139.9108585 36.5776137, 139.9108589 36.5770807)",,,,
1161017136,3730044714,0,410704660,False,,,,residential,,False,48.111,"LINESTRING (139.9108585 36.5776137, 139.9113916 36.5776764)",,,,
1161017136,3730044700,0,100427614,False,,,,residential,,False,89.658,"LINESTRING (139.9108585 36.5776137, 139.9106723 36.5775724, 139.9105895 36.5775541, 139.9105088 36.5775326, 139.9104373 36.5775047, 139.9103717 36.5774741, 139.9102371 36.5773752, 139.9100799 36.5772444, 139.9100302 36.5771984)",,,,
1161017144,1161017199,0,188864881,False,,,,residential,,False,61.149,"LINESTRING (139.9100727 36.5760761, 139.9107548 36.5760275)",,,,
1161017144,1161017083,0,100427619,False,,,,unclassified,,False,80.69200000000001,"LINESTRING (139.9100727 36.5760761, 139.9101097 36.5759013, 139.9101781 36.5755695, 139.9102129 36.5753593)",,,,
1161017144,1995010914,0,188864881,False,,,,residential,,True,80.625,"LINESTRING (139.9100727 36.5760761, 139.9095391 36.5760838, 139.90917 36.5760907)",,,,
1161017153,3719412444,0,100427619,False,,,,unclassified,,False,52.829,"LINESTRING (139.9117962 36.5744552, 139.9115381 36.5740277)",,,,
1161017153,1995010806,0,100427619,False,,,,unclassified,,True,90.436,"LINESTRING (139.9117962 36.5744552, 139.910935 36.5746891, 139.9108376 36.5747175)",,,,
1161017153,1995010860,0,188864889,False,,,,unclassified,,False,88.64,"LINESTRING (139.9117962 36.5744552, 139.9118992 36.574622, 139.9121829 36.5751889)",,,,
1161017160,4658502684,0,43529931,False,3,4,奥州街道,trunk,,True,156.686,"LINESTRING (139.9215885 36.5795903, 139.9202756 36.5786554)",,,,
1161017160,3781527192,0,217962848,False,,,岩曽中通り,tertiary,,False,87.906,"LINESTRING (139.9215885 36.5795903, 139.9209299 36.5801779)",,,,
1161017160,3719426951,0,988795687,False,3,4,奥州街道,trunk,,False,32.282,"LINESTRING (139.9215885 36.5795903, 139.9218589 36.579783)",,,,
1161017160,4446333982,0,155935070,False,,,,unclassified,,False,63.595,"LINESTRING (139.9215885 36.5795903, 139.9216811 36.5795077, 139.921739 36.579471, 139.9217943 36.5794387, 139.9218542 36.5794048, 139.9219359 36.5793405, 139.9219902 36.5792624, 139.9220275 36.5791938, 139.9220423 36.5791645)",,,,
1161017171,4124914309,0,100427631,False,,,岩曽通り,unclassified,,False,107.755,"LINESTRING (139.9113898 36.58371, 139.9125155 36.5833607)",,,,
1161017171,1161017430,0,374642835,False,4,125,白沢街道,secondary,,False,33.062,"LINESTRING (139.9113898 36.58371, 139.9115446 36.5839801)",,,,
1161017171,4479928707,0,374642835,False,4,125,白沢街道,secondary,,True,38.429,"LINESTRING (139.9113898 36.58371, 139.9111993 36.5834001)",,,,
1161017176,2272727155,0,48803530,False,,,岩曽通り,unclassified,,False,33.706999999999994,"LINESTRING (139.9174477 36.582593, 139.9174618 36.5826448, 139.9174749 36.5826984, 139.9175068 36.5828922)",,,,
1161017176,2272727147,0,48803530,False,,,岩曽通り,unclassified,,True,36.905,"LINESTRING (139.9174477 36.582593, 139.9174107 36.5825683, 139.9173738 36.5825544, 139.9172689 36.5825269, 139.9171654 36.5825089, 139.9170577 36.5825006)",,,,
1161017176,4454766063,0,369194658,False,,,,unclassified,,False,101.72999999999999,"LINESTRING (139.9174477 36.582593, 139.9182249 36.5820099, 139.9182887 36.5819772)",,,,
1161017182,1161017184,0,100427642,False,,,,unclassified,,False,156.715,"LINESTRING (139.9023151 36.5777951, 139.9040548 36.5776093)",,,,
1161017182,1161017246,0,100427665,False,,,,unclassified,,False,201.38,"LINESTRING (139.9023151 36.5777951, 139.9020211 36.5759995)",,,,
1161017182,1161017244,0,100427665,False,,,,unclassified,,True,169.006,"LINESTRING (139.9023151 36.5777951, 139.9025659 36.5793016)",,,,
1161017184,1161017182,0,100427642,False,,,,unclassified,,True,156.715,"LINESTRING (139.9040548 36.5776093, 139.9023151 36.5777951)",,,,
1161017184,1161017237,0,100427660,False,,,,unclassified,,False,204.317,"LINESTRING (139.9040548 36.5776093, 139.9036299 36.5758038)",,,,
1161017184,1161017236,0,100427660,False,,,,unclassified,,True,169.758,"LINESTRING (139.9040548 36.5776093, 139.904437 36.5791048)",,,,
1161017184,4443730438,0,"[423474459, 100427642, 423474458]",False,,,,unclassified,,False,165.798,"LINESTRING (139.9040548 36.5776093, 139.905015 36.5775129, 139.9051517 36.5774992, 139.9051993 36.5774944, 139.9058405 36.5772623)",yes,,,
1161017190,1995244939,0,374642835,False,4,125,白沢街道,secondary,,True,23.276,"LINESTRING (139.906425 36.5770508, 139.9063047 36.5768651)",,,,
1161017190,4443730438,0,423474459,False,,,,unclassified,,True,57.247,"LINESTRING (139.906425 36.5770508, 139.9058405 36.5772623)",,,,
1161017190,4443775984,0,374642835,False,4,125,白沢街道,secondary,,False,140.18200000000002,"LINESTRING (139.906425 36.5770508, 139.9065549 36.5772539, 139.9067427 36.5775301, 139.9069679 36.5778365, 139.9071293 36.5780389, 139.9072155 36.5781388)",,,,
1161017199,1995010941,0,188864881,False,,,,residential,,False,40.121,"LINESTRING (139.9107548 36.5760275, 139.9107946 36.5763869)",,,,
1161017199,1161017144,0,188864881,False,,,,residential,,True,61.149,"LINESTRING (139.9107548 36.5760275, 139.9100727 36.5760761)",,,,
1161017199,5266434921,0,188865310,False,,,,residential,,True,40.583,"LINESTRING (139.9107548 36.5760275, 139.9112076 36.5759962)",,,,
1161017204,4124914621,0,410704550,False,,,,residential,,True,64.179,"LINESTRING (139.9120408 36.5777052, 139.9120527 36.5782823)",,,,
1161017204,4124915173,0,410704660,False,,,,residential,,False,37.794,"LINESTRING (139.9120408 36.5777052, 139.912464 36.5777002)",,,,
1161017204,3730044692,0,410704660,False,,,,residential,,True,15.78,"LINESTRING (139.9120408 36.5777052, 139.9118642 36.5777001)",,,,
1161017204,4124914631,0,410704550,False,,,,residential,,False,104.714,"LINESTRING (139.9120408 36.5777052, 139.9120525 36.576822, 139.9120734 36.576766)",,,,
1161017207,4446271614,0,100427646,False,,,,unclassified,,False,81.751,"LINESTRING (139.9047014 36.5851582, 139.9044656 36.5844478)",,,,
1161017207,4446271619,0,190169226,False,,,,unclassified,,True,66.696,"LINESTRING (139.9047014 36.5851582, 139.9048153 36.585751)",,,,
1161017207,1161017222,0,1104002755,False,2,,岩曽中通り,tertiary,,False,131.028,"LINESTRING (139.9047014 36.5851582, 139.9061459 36.5849504)",,,,
1161017207,2007787389,0,1104002755,False,2,,岩曽中通り,tertiary,,True,116.46,"LINESTRING (139.9047014 36.5851582, 139.9034169 36.5853402)",,,,
1161017209,2007787285,0,100427646,False,,,,unclassified,,False,114.384,"LINESTRING (139.9039686 36.5829058, 139.9036435 36.5819108)",,,,
1161017209,5270589678,0,100427646,False,,,,unclassified,,True,51.097,"LINESTRING (139.9039686 36.5829058, 139.9041089 36.5833513)",,,,
1161017209,2007787336,0,100427650,False,,,,unclassified,,False,113.905,"LINESTRING (139.9039686 36.5829058, 139.9052107 36.5831393)",,,,
1161017209,2007787316,0,190169246,False,,,,residential,,False,93.921,"LINESTRING (139.9039686 36.5829058, 139.9029526 36.5826871)",,,,
1161017210,2007787255,0,100427646,False,,,,unclassified,,False,102.203,"LINESTRING (139.90315 36.580441, 139.9042574 36.5802086)",,,,
1161017210,2007787268,0,100427646,False,,,,unclassified,,True,84.504,"LINESTRING (139.90315 36.580441, 139.9034012 36.5811737)",,,,
1161017210,2007787261,0,190169231,False,,,,residential,,True,51.326,"LINESTRING (139.90315 36.580441, 139.9025783 36.580489)",,,,
1161017211,2007787255,0,100427646,False,,,,unclassified,,True,55.967,"LINESTRING (139.9048638 36.5800813, 139.9042574 36.5802086)",,,,
1161017211,2007787265,0,100427660,False,,,,unclassified,,True,85.617,"LINESTRING (139.9048638 36.5800813, 139.9052357 36.580791)",,,,
1161017211,2007787265,1,190169172,False,,,,residential,,False,282.451,"LINESTRING (139.9048638 36.5800813, 139.9059817 36.579836, 139.9062478 36.580574, 139.9052357 36.580791)",,,,
1161017211,1161017236,0,100427660,False,,,,unclassified,,False,115.281,"LINESTRING (139.9048638 36.5800813, 139.9045309 36.579405, 139.904437 36.5791048)",,,,
1161017215,2007787336,0,100427650,False,,,,unclassified,,True,21.836,"LINESTRING (139.90545 36.5831798, 139.9052107 36.5831393)",,,,
1161017215,2007787350,0,100427653,False,,,,unclassified,,False,48.681,"LINESTRING (139.90545 36.5831798, 139.9056141 36.5835973)",,,,
1161017215,2007787342,0,100427650,False,,,,unclassified,,False,95.744,"LINESTRING (139.90545 36.5831798, 139.9063859 36.5833503, 139.9064983 36.5833447)",,,,
1161017217,2007787342,0,100427650,False,,,,unclassified,,True,7.308,"LINESTRING (139.9065743 36.5833203, 139.9064983 36.5833447)",,,,
1161017217,4446271612,0,100427660,False,,,,unclassified,,True,104.509,"LINESTRING (139.9065743 36.5833203, 139.9071065 36.5841574)",,,,
1161017217,2007787297,0,100427660,False,,,,unclassified,,False,123.698,"LINESTRING (139.9065743 36.5833203, 139.906293 36.5828349, 139.9060158 36.5823025)",,,,
1161017217,2007787320,0,190169251,False,,,,unclassified,,False,100.35900000000001,"LINESTRING (139.9065743 36.5833203, 139.9066264 36.5832424, 139.90674 36.583061, 139.906796 36.583011, 139.906977 36.582949, 139.907414 36.5827886)",,,,
1161017222,4446271613,0,100427653,False,,,,unclassified,,True,75.871,"LINESTRING (139.9061459 36.5849504, 139.9058902 36.5842997)",,,,
1161017222,4446271618,0,190169191,False,,,,unclassified,,True,68.766,"LINESTRING (139.9061459 36.5849504, 139.9062633 36.5855616)",,,,
1161017222,1161017234,0,1104002755,False,2,,岩曽中通り,tertiary,,False,121.589,"LINESTRING (139.9061459 36.5849504, 139.9074854 36.5847534)",,,,
1161017222,1161017207,0,1104002755,False,2,,岩曽中通り,tertiary,,True,131.028,"LINESTRING (139.9061459 36.5849504, 139.9047014 36.5851582)",,,,
1161017234,4446271612,0,100427660,False,,,,unclassified,,False,74.408,"LINESTRING (139.9074854 36.5847534, 139.9071065 36.5841574)",,,,
1161017234,4446271617,0,175097442,False,,,,unclassified,,False,73.373,"LINESTRING (139.9074854 36.5847534, 139.9077721 36.5853718)",,,,
1161017234,1161017222,0,1104002755,False,2,,岩曽中通り,tertiary,,True,121.589,"LINESTRING (139.9074854 36.5847534, 139.9061459 36.5849504)",,,,
1161017234,4446271587,0,"[425357456, 1104002755, 425357455]",False,2,,"['岩曽中橋', '岩曽中通り']",tertiary,,False,98.262,"LINESTRING (139.9074854 36.5847534, 139.9081365 36.5846615, 139.9083715 36.5846283, 139.9085693 36.5846004)",yes,,,
1161017236,1161017184,0,100427660,False,,,,unclassified,,False,169.758,"LINESTRING (139.904437 36.5791048, 139.9040548 36.5776093)",,,,
1161017236,1161017244,0,100427665,False,,,,unclassified,,False,168.504,"LINESTRING (139.904437 36.5791048, 139.9025659 36.5793016)",,,,
1161017236,2007787242,0,190169142,False,,,,unclassified,,False,101.516,"LINESTRING (139.904437 36.5791048, 139.905563 36.5789788)",,,,
1161017236,1161017211,0,100427660,False,,,,unclassified,,True,115.281,"LINESTRING (139.904437 36.5791048, 139.9045309 36.579405, 139.9048638 36.5800813)",,,,
1161017237,1161017184,0,100427660,False,,,,unclassified,,True,204.317,"LINESTRING (139.9036299 36.5758038, 139.9040548 36.5776093)",,,,
1161017237,1161017246,0,100427665,False,,,,unclassified,,True,145.3,"LINESTRING (139.9036299 36.5758038, 139.9020211 36.5759995)",,,,
1161017237,1161017239,0,100427660,False,,,,unclassified,,False,151.755,"LINESTRING (139.9036299 36.5758038, 139.9035885 36.5753062, 139.9035592 36.5748965, 139.9034699 36.5744465)",,,,
1161017239,1160786031,0,304636675,False,2,10,競輪場通り,primary,,False,31.074,"LINESTRING (139.9034699 36.5744465, 139.9031286 36.574501)",,,,
1161017239,1161017237,0,100427660,False,,,,unclassified,,True,151.755,"LINESTRING (139.9034699 36.5744465, 139.9035592 36.5748965, 139.9035885 36.5753062, 139.9036299 36.5758038)",,,,
1161017239,700740940,0,304636675,False,2,10,競輪場通り,primary,,True,107.647,"LINESTRING (139.9034699 36.5744465, 139.9039083 36.574341, 139.9046241 36.5741672)",,,,
1161017244,1161017182,0,100427665,False,,,,unclassified,,False,169.006,"LINESTRING (139.9025659 36.5793016, 139.9023151 36.5777951)",,,,
1161017244,1161017236,0,100427665,False,,,,unclassified,,True,168.504,"LINESTRING (139.9025659 36.5793016, 139.904437 36.5791048)",,,,
1161017244,1161017333,0,369242342,False,,,,unclassified,,True,16.792,"LINESTRING (139.9025659 36.5793016, 139.9023798 36.5793233)",,,,
1161017246,1161017237,0,100427665,False,,,,unclassified,,False,145.3,"LINESTRING (139.9020211 36.5759995, 139.9036299 36.5758038)",,,,
1161017246,1161017182,0,100427665,False,,,,unclassified,,True,201.38,"LINESTRING (139.9020211 36.5759995, 139.9023151 36.5777951)",,,,
1161017246,2007787217,0,190169218,False,,,,unclassified,,False,18.396,"LINESTRING (139.9020211 36.5759995, 139.9018169 36.5760214)",,,,
1161017256,1161017257,0,100427676,False,,,,unclassified,,False,170.674,"LINESTRING (139.9004435 36.5795369, 139.900199 36.5780146)",,,,
1161017256,2007787264,0,190169248,False,,,,residential,,True,128.899,"LINESTRING (139.9004435 36.5795369, 139.9005352 36.5800382, 139.9005698 36.5801566, 139.9005642 36.5803184, 139.9004943 36.5805771, 139.9005009 36.5806813)",,,,
1161017256,1161017395,0,369242342,False,,,,unclassified,,False,131.89,"LINESTRING (139.9004435 36.5795369, 139.9011517 36.5794617, 139.9019078 36.5793814)",,,,
1161017256,1161017372,0,369242342,False,,,,unclassified,,True,175.714,"LINESTRING (139.9004435 36.5795369, 139.8985724 36.5797365, 139.8984928 36.579745)",,,,
1161017257,1161017258,0,100427676,False,,,,unclassified,,False,200.513,"LINESTRING (139.900199 36.5780146, 139.8999133 36.576226)",,,,
1161017257,1161017256,0,100427676,False,,,,unclassified,,True,170.674,"LINESTRING (139.900199 36.5780146, 139.9004435 36.5795369)",,,,
1161017257,1161017316,0,369242332,False,,,,unclassified,,False,172.846,"LINESTRING (139.900199 36.5780146, 139.9021197 36.5778216)",,,,
1161017257,1161017315,0,369242332,False,,,,unclassified,,True,184.932,"LINESTRING (139.900199 36.5780146, 139.8981444 36.5782237)",,,,
1161017258,1161017274,0,100427676,False,,,,unclassified,,False,52.442,"LINESTRING (139.8999133 36.576226, 139.8993312 36.5762885)",,,,
1161017258,1161017257,0,100427676,False,,,,unclassified,,True,200.513,"LINESTRING (139.8999133 36.576226, 139.900199 36.5780146)",,,,
1161017258,3730529212,0,190169218,False,,,,unclassified,,True,99.012,"LINESTRING (139.8999133 36.576226, 139.9010123 36.5761079)",,,,
1161017274,1161017258,0,100427676,False,,,,unclassified,,True,52.442,"LINESTRING (139.8993312 36.5762885, 139.8999133 36.576226)",,,,
1161017274,1161017292,0,190169182,False,,,,unclassified,,False,133.097,"LINESTRING (139.8993312 36.5762885, 139.8978531 36.5764426)",,,,
1161017274,4454840582,0,100427676,False,,,,unclassified,,False,131.179,"LINESTRING (139.8993312 36.5762885, 139.8992254 36.5753544, 139.899142 36.5751221)",,,,
1161017277,1160786142,0,304636675,False,2,10,競輪場通り,primary,,False,39.654,"LINESTRING (139.8990981 36.574789, 139.8986542 36.5747987)",,,,
1161017277,4454840586,0,304636675,False,2,10,競輪場通り,primary,,True,43.896,"LINESTRING (139.8990981 36.574789, 139.8995894 36.5747761)",,,,
1161017277,4454840582,0,100427676,False,,,,unclassified,,True,37.57,"LINESTRING (139.8990981 36.574789, 139.8990999 36.5750048, 139.899142 36.5751221)",,,,
1161017292,4454840581,0,100427679,False,,,,unclassified,,False,56.657,"LINESTRING (139.8978531 36.5764426, 139.8972247 36.576513)",,,,
1161017292,1161017274,0,190169182,False,,,,unclassified,,True,133.097,"LINESTRING (139.8978531 36.5764426, 139.8993312 36.5762885)",,,,
1161017292,1160786132,0,369242344,False,,,豊郷田園通り,tertiary,,False,180.527,"LINESTRING (139.8978531 36.5764426, 139.8978071 36.5760714, 139.8976628 36.5748263)",,,,
1161017292,1161017315,0,369242344,False,,,豊郷田園通り,tertiary,,True,199.781,"LINESTRING (139.8978531 36.5764426, 139.8979117 36.5768779, 139.8979736 36.5772908, 139.8979779 36.5773195, 139.8980524 36.5777447, 139.8981444 36.5782237)",,,,
1161017294,4454840581,0,100427679,False,,,,unclassified,,True,108.212,"LINESTRING (139.8960245 36.5766475, 139.8972247 36.576513)",,,,
1161017294,1161017505,0,1021540717,False,,,,unclassified,,False,197.409,"LINESTRING (139.8960245 36.5766475, 139.8957289 36.5748881)",,,,
1161017294,1161017296,0,"[240416282, 240416284, 100427679]",False,,,,unclassified,,False,111.88499999999999,"LINESTRING (139.8960245 36.5766475, 139.8956644 36.5766463, 139.8954599 36.5766258, 139.8947784 36.5765576)",yes,,,
1161017294,1161017312,0,1021540717,False,,,,unclassified,,True,199.19299999999998,"LINESTRING (139.8960245 36.5766475, 139.8961141 36.5772138, 139.8961594 36.5774999, 139.8961813 36.5776381, 139.8962248 36.577913, 139.8962341 36.5779721, 139.8963057 36.5784246)",,,,
1161017296,1161017294,0,"[240416282, 240416284, 100427679]",False,,,,unclassified,,True,111.88499999999999,"LINESTRING (139.8947784 36.5765576, 139.8954599 36.5766258, 139.8956644 36.5766463, 139.8960245 36.5766475)",yes,,,
1161017299,2007787220,0,190169243,False,,,,unclassified,,True,177.59500000000003,"LINESTRING (139.8945062 36.5749313, 139.8945255 36.5749769, 139.8948998 36.5758598, 139.8948897 36.5760384, 139.8947072 36.5763788, 139.894702 36.5764456)",,,,
1161017299,4292202275,0,240417117,False,2,10,競輪場通り,primary,,False,119.97900000000001,"LINESTRING (139.8945062 36.5749313, 139.8936844 36.5749455, 139.8933304 36.5749532, 139.893163 36.5749569)",,,,
1161017299,1161017505,0,"[240417115, 240417117, 369326555]",False,2,10,競輪場通り,primary,,True,109.293,"LINESTRING (139.8945062 36.5749313, 139.8948408 36.5749174, 139.8950041 36.5749106, 139.8957289 36.5748881)",yes,,,
1161017304,1161017311,0,240416283,False,,,,unclassified,,False,80.089,"LINESTRING (139.8951894 36.5778259, 139.8953074 36.5785399)",,,,
1161017304,1161017306,0,100427682,False,,,,unclassified,,False,44.044000000000004,"LINESTRING (139.8951894 36.5778259, 139.8951782 36.5777553, 139.8951269 36.577433)",,,,
1161017304,2007787235,0,"[100427722, 240416283]",False,,,,unclassified,,True,187.205,"LINESTRING (139.8951894 36.5778259, 139.8942555 36.5779322, 139.8934005 36.5780295, 139.8932155 36.5780506, 139.8931132 36.5780591)",yes,,,
1161017306,1161017304,0,100427682,False,,,,unclassified,,True,44.044000000000004,"LINESTRING (139.8951269 36.577433, 139.8951782 36.5777553, 139.8951894 36.5778259)",,,,
1161017311,1161017312,0,100427683,False,,,,unclassified,,False,90.06,"LINESTRING (139.8953074 36.5785399, 139.8963057 36.5784246)",,,,
1161017311,1161017419,0,240416283,False,,,,unclassified,,False,170.155,"LINESTRING (139.8953074 36.5785399, 139.8955575 36.5800569)",,,,
1161017311,1161017304,0,240416283,False,,,,unclassified,,True,80.089,"LINESTRING (139.8953074 36.5785399, 139.8951894 36.5778259)",,,,
1161017312,1161017311,0,100427683,False,,,,unclassified,,True,90.06,"LINESTRING (139.8963057 36.5784246, 139.8953074 36.5785399)",,,,
1161017312,1161017420,0,100427747,False,,,,unclassified,,True,170.977,"LINESTRING (139.8963057 36.5784246, 139.8965592 36.5799487)",,,,
1161017312,1161017294,0,1021540717,False,,,,unclassified,,False,199.19299999999998,"LINESTRING (139.8963057 36.5784246, 139.8962341 36.5779721, 139.8962248 36.577913, 139.8961813 36.5776381, 139.8961594 36.5774999, 139.8961141 36.5772138, 139.8960245 36.5766475)",,,,
1161017315,1161017372,0,369242329,False,,,豊郷田園通り,tertiary,,True,171.998,"LINESTRING (139.8981444 36.5782237, 139.8984928 36.579745)",,,,
1161017315,1161017257,0,369242332,False,,,,unclassified,,False,184.932,"LINESTRING (139.8981444 36.5782237, 139.900199 36.5780146)",,,,
1161017315,1161017292,0,369242344,False,,,豊郷田園通り,tertiary,,False,199.781,"LINESTRING (139.8981444 36.5782237, 139.8980524 36.5777447, 139.8979779 36.5773195, 139.8979736 36.5772908, 139.8979117 36.5768779, 139.8978531 36.5764426)",,,,
1161017315,3730498059,0,"[369242340, 421448511]",False,,,,unclassified,,True,98.725,"LINESTRING (139.8981444 36.5782237, 139.8975536 36.5782858, 139.8974016 36.5783018, 139.8973586 36.578306, 139.8970469 36.5783302)",,,,
1161017316,2007787217,0,100427689,False,,,,unclassified,,False,201.991,"LINESTRING (139.9021197 36.5778216, 139.9018169 36.5760214)",,,,
1161017316,1161017333,0,100427689,False,,,,unclassified,,True,168.589,"LINESTRING (139.9021197 36.5778216, 139.9023798 36.5793233)",,,,
1161017316,1161017257,0,369242332,False,,,,unclassified,,True,172.846,"LINESTRING (139.9021197 36.5778216, 139.900199 36.5780146)",,,,
1161017325,1161017383,0,100427708,False,,,,unclassified,,True,67.961,"LINESTRING (139.9030704 36.5847701, 139.903234 36.585367)",,,,
1161017325,1161017329,0,510047333,False,,,,unclassified,,False,23.771,"LINESTRING (139.9030704 36.5847701, 139.9033097 36.5846764)",,,,
1161017325,2007787367,0,100427708,False,,,,unclassified,,False,58.867000000000004,"LINESTRING (139.9030704 36.5847701, 139.9030352 36.584677, 139.9028404 36.5842742)",,,,
1161017329,2007787364,0,100427689,False,,,,unclassified,,False,61.309,"LINESTRING (139.9033097 36.5846764, 139.9032159 36.5841302)",,,,
1161017329,2007787389,0,100427689,False,,,,unclassified,,True,74.429,"LINESTRING (139.9033097 36.5846764, 139.9034169 36.5853402)",,,,
1161017329,1161017325,0,510047333,False,,,,unclassified,,True,23.771,"LINESTRING (139.9033097 36.5846764, 139.9030704 36.5847701)",,,,
1161017333,1161017316,0,100427689,False,,,,unclassified,,False,168.589,"LINESTRING (139.9023798 36.5793233, 139.9021197 36.5778216)",,,,
1161017333,2007787261,0,100427689,False,,,,unclassified,,True,130.826,"LINESTRING (139.9023798 36.5793233, 139.9025783 36.580489)",,,,
1161017333,1161017244,0,369242342,False,,,,unclassified,,False,16.792,"LINESTRING (139.9023798 36.5793233, 139.9025659 36.5793016)",,,,
1161017333,1161017395,0,369242342,False,,,,unclassified,,True,42.639,"LINESTRING (139.9023798 36.5793233, 139.9019078 36.5793814)",,,,
1161017360,1161017478,0,374109523,False,2,,岩曽中通り,tertiary,,True,220.618,"LINESTRING (139.9003845 36.5856969, 139.8979167 36.5857965)",,,,
1161017360,1161017365,0,369242329,False,,,豊郷田園通り,tertiary,,False,231.26600000000002,"LINESTRING (139.9003845 36.5856969, 139.9002364 36.5851445, 139.9000737 36.5846509, 139.8996487 36.5837065)",,,,
1161017360,2007787439,0,1104002754,False,,,豊郷田園通り,tertiary,,True,222.65800000000002,"LINESTRING (139.9003845 36.5856969, 139.9004562 36.5859499, 139.9005213 36.5861559, 139.9005929 36.5863593, 139.9007109 36.5866404, 139.900845 36.5869117, 139.9012018 36.5875837)",,,,
1161017360,2007787391,0,1104002755,False,2,,岩曽中通り,tertiary,,False,148.779,"LINESTRING (139.9003845 36.5856969, 139.9011657 36.5856462, 139.9014314 36.5856218, 139.9016672 36.5855988, 139.9020385 36.5855436)",,,,
1161017365,1161017414,0,100427721,False,,,,unclassified,,True,204.159,"LINESTRING (139.8996487 36.5837065, 139.8973807 36.5839397)",,,,
1161017365,2007787306,0,369242329,False,,,豊郷田園通り,tertiary,,False,151.618,"LINESTRING (139.8996487 36.5837065, 139.8993316 36.583011, 139.8992008 36.5826998, 139.8990917 36.5824187)",,,,
1161017365,1161017360,0,369242329,False,,,豊郷田園通り,tertiary,,True,231.26600000000002,"LINESTRING (139.8996487 36.5837065, 139.9000737 36.5846509, 139.9002364 36.5851445, 139.9003845 36.5856969)",,,,
1161017369,1161017396,0,100427716,False,,,,unclassified,,False,186.815,"LINESTRING (139.8989874 36.5820694, 139.8969131 36.5822889)",,,,
1161017369,1161017372,0,369242329,False,,,豊郷田園通り,tertiary,,False,262.208,"LINESTRING (139.8989874 36.5820694, 139.8984928 36.579745)",,,,
1161017369,2007787306,0,369242329,False,,,豊郷田園通り,tertiary,,True,39.941,"LINESTRING (139.8989874 36.5820694, 139.8990917 36.5824187)",,,,
1161017372,1161017315,0,369242329,False,,,豊郷田園通り,tertiary,,False,171.998,"LINESTRING (139.8984928 36.579745, 139.8981444 36.5782237)",,,,
1161017372,1161017369,0,369242329,False,,,豊郷田園通り,tertiary,,True,262.208,"LINESTRING (139.8984928 36.579745, 139.8989874 36.5820694)",,,,
1161017372,1161017256,0,369242342,False,,,,unclassified,,False,175.714,"LINESTRING (139.8984928 36.579745, 139.8985724 36.5797365, 139.9004435 36.5795369)",,,,
1161017372,1161017420,0,369242342,False,,,,unclassified,,True,174.13600000000002,"LINESTRING (139.8984928 36.579745, 139.8984284 36.5797518, 139.8965592 36.5799487)",,,,
1161017383,1161017325,0,100427708,False,,,,unclassified,,False,67.961,"LINESTRING (139.903234 36.585367, 139.9030704 36.5847701)",,,,
1161017383,4991507081,0,190169187,False,,,,unclassified,,True,64.54,"LINESTRING (139.903234 36.585367, 139.9033453 36.5859405)",,,,
1161017383,2007787389,0,1104002755,False,2,,岩曽中通り,tertiary,,False,16.6,"LINESTRING (139.903234 36.585367, 139.9034169 36.5853402)",,,,
1161017383,5270589680,0,1104002755,False,2,,岩曽中通り,tertiary,,True,27.29,"LINESTRING (139.903234 36.585367, 139.9029334 36.5854114)",,,,
1161017385,5270589677,0,545320207,False,,,,residential,,True,129.359,"LINESTRING (139.9022381 36.582888, 139.9008022 36.5830427)",,,,
1161017385,2007787310,0,100427708,False,,,,unclassified,,False,41.653,"LINESTRING (139.9022381 36.582888, 139.9022198 36.5827688, 139.9022171 36.5825986, 139.9021899 36.5825172)",,,,
1161017385,4991507079,0,100427708,False,,,,unclassified,,True,44.859,"LINESTRING (139.9022381 36.582888, 139.9022868 36.5830875, 139.9023485 36.5832814)",,,,
1161017395,1161017333,0,369242342,False,,,,unclassified,,False,42.639,"LINESTRING (139.9019078 36.5793814, 139.9023798 36.5793233)",,,,
1161017395,2007787262,0,100427708,False,,,,unclassified,,True,128.96800000000002,"LINESTRING (139.9019078 36.5793814, 139.9020017 36.5797246, 139.9020877 36.5805301)",,,,
